topic	claim	source	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	В отличие от подписчиков CSA, зависящих от предложений определенных фермеров, через Интернет потребители имеют доступ к огромному количеству ферм и их продукции.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=401377	В развитых странах из-за перепроизводства часто наименее убыточным способом реализации продукции является отправка её на свалку.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=1829808	В результате создание эффективной системы, устраивающей и агропроизводителей, и государство, и страховщиков растянулось на долгие годы и, по сути, не закончено к настоящему времени.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=367083	В ряде случаев такое удобство не требует дополнительной оплаты.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	В связи с быстрыми изменениями на рынке возникают сложные этапы планирования.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	В связи с изменением условий продукты должны быть обновлены.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	В Сирии очень полезная традиция считать свежесть продуктов первостепенной.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=2274842	В скором времени в доме начинают происходить необъяснимые вещи погибают цветы, повсюду появляется чёрная плесень, сами собой открываются двери, без видимых причин умирает забежавшая в ванную соседская собака, в гардеробе оказываются изогнуты но не сломаны деревянные вешалки с одеждой Келли узнает правду о прошлом Бена и подозревает, что теперь призрак преследует их.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	В Средиземноморье рыбные блюда имеют большее значение, чем в горных районах.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	В супермаркеты, как правило, попадают продукты, перевезенные через полмира, созревшие искусственным путем.	3	1	против	Качество			1	против	Экологичность			1	против	Качество		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	В то же время сокращаются расходы на транспортировку и хранение продуктов, а также на специальные препараты и консерванты, необходимые для длительного хранения.	3	1	против	Стоимость			1	против	Эффективность			1	против	Качество		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Весенние сочные и жирные пастбища для скота являются основой для сливочного сыра, йогурта и масла.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Весной зеленые, дикорастущие растения такие, как тимьян, одуванчик, мальва и мята используется для приготовления типичных весенних блюд.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Взаимодействие между брендом и клиентом осуществляется послом бренда или рекламной моделью, которая представляет продукт в физической среде.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Взаимодействие между людьми, в отличие от взаимодействия между СМИ, устанавливает связи, которые добавляют другое измерение в продвижении.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Взаимодействия на местах способствуют немедленным покупкам.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Внедрение фермерских рынков в экономику оказывает положительное влияние на жизнь всех граждан в рамках сообщества.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=2342433	Во время игры в волейбол в бассейне случайно расквасил мячом нос Дебби.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=921209	Во всех магазинах проводилась активная маркетинговая политика конкурсы, дегустации, ночи шопинга, автограф-сессии звезд мировой эстрады.	2	0					1	за	Развлечение			1	за	Развлечение		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Вы также можете подвергнуться риску потери загруженной информации, и на её использование может также влиять множество внешних переменных.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=1829808	Главными препятствиями к её созданию всегда были а низкая прибыльность и высокие риски в большинстве видов агропроизводства и б недостаток средств в бюджете страны.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Гостю, не позволят встать из-за стола, пока на нем остается пища, а с другой стороны, гость своим аппетитом демонстрирует отношение к хозяину чем больше он съел, тем большее уважение он выказывает.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=2342433	Грег Факер Бен Стиллер работает медбратом в Чикагском медицинском центре, он действительно любит свою работу, получая большое удовлетворение от профессионального ухода за больными.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=2274842	Группа студентов Бен, его девушка Лидия и их друг Патрик решает проверить теорию, согласно которой духи живут, если в них поверить.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=72221	Даже будучи миллионером, он был таким же экономным, как и его родители, особенно отец Бенни Хилл покупал дешевые продукты в супермаркетах, предпочитал пешую ходьбу такси и постоянно ремонтировал свою одежду.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=680564	Действие фильма происходит в течение одного дня.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7756960	Дерамбарш приложил много усилий, чтобы сократить пищевые отходы и бороться с ними.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7756960	Дети также должны быть обучены во французских школах правильному потреблению продуктов питания.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Джон П. Маггард отмечает, что позиционирование предоставляет планировщикам ценный концептуальный инструмент для реализации более значимых и продуктивных маркетинговых стратегий .	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=921209	Директор каждого магазина самостоятельно принимает решения, касающиеся управления персоналом, ассортимента, цен и маркетинговой политики, исходя из особенностей спроса в конкретном городе или районе, и несет ответственность за результат.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Для брендов важно использовать персонализацию в своих рекламных объявлениях, чтобы покупатель не чувствовал себя уязвимым и не нарушал свою конфиденциальность.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=367083	Другие предприниматели, стремясь увеличить сбыт, наоборот, предлагают клиентам ещё большие удобства.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=680564	Его подружка, Рене, ушла от него как раз из-за этого, а также из-за того, что Броди, боящийся того, что его матери Рене не понравится, заставлял девушку прятаться под кроватью и проникать к нему под покровом ночи, из-за того, что парень никогда не водил её в ресторан и не уделял внимания их отношениям.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7664525	Есть знаменитая история об обнаружении ассоциативных правил, это история пиво и памперсы.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Есть можно все, что приглянется.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8298440	Ещё одним стимулом является продуманное расположение подходящих товаров поскольку многие люди, как правило, неравнодушны к сладостям, их можно найти в области вероятной очереди рядом с кассовым аппаратом.	1	0					1	за	Удобство и комфорт			0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Ещё одно преимущество низкая концентрация источников загрязнения.	1	1	против	Экологичность			0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Здесь процессы достижения лидерства и дифференциации затрат протекают одновременно.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=401377	Из-за высокого процента пригодности к употреблению выбрасываемой продукции некоторые люди предпочитают найти необходимые блага, чем приобрести их, как из прагматических, так и из экологических соображений.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Изменение позиции компании подразумевает не только маркетинговую задачу.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Исследование Мигеля Гомес, профессора прикладной экономики и управления в Корнеллском университете, показало, что во многих случаях работа супермаркетов предпочтительнее фермерских рынков в плане транспортировки, расхода топлива, а значит, и цен на фермерские продукты.	3	1	за	Стоимость			1	за	Эффективность			1	за	Стоимость		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8298440	Исследование пришло к выводу, что хаотичное окружение ухудшает способность человека выполнять другие задачи, требующие умственной силы, что угрожает чувству личного контроля человека.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8298440	Исследование, опубликованное в июньском номере журнала Consumer Research за 2008 год, показывает, что потребители более склонны спонтанно приобрести один бренд вместо другого, если они отвлекаются во время покупок.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8298440	Исследователи из Университета Британской Колумбии и Высшей школы бизнеса Cheung Kong обнаружили, что импульсивные расходы это поведение, связанное с неорганизованным окружением.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=367083	Их цель охватить большую территорию, чем это удавалось сделать обыкновенным продуктовым супермаркетам.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Каждая из этих платформ обеспечивает брендам доступ к потребителям с рекламой.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7991464	Каждый из них чувствует неуверенность в завтрашнем дне и пытается нащупать своё место в мире...	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Как медиа-культура, основанная на широком участии, платформы или сайты социальных сетей являются формами массовой коммуникации, которые с помощью медийных технологий позволяют большому количеству продукта и распространению контента охватывать максимально возможную аудиторию.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Как только бренд достиг сильной позиции, может быть трудно изменить его положение.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Ключевым преимуществом перцептивного картирования является то, что оно может выявить пробелы на рынке, которые фирма может выбрать собственными.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Компания должна гибко реагировать на изменения и иметь возможность выполнять изменение продукта как можно быстрее.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Компания обеспечивает конкурентные преимущества, адаптируясь к различным меняющимся условиям окружающей среды.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=367083	Компьютеры повысили производительность, ускорив работу кассиров и уменьшив количество ошибок, а также сократили расходы магазина, регистрируя продвижение продукта и проводя быструю инвентаризацию.	2	0					1	за	Эффективность	Удобство и комфорт		1	за	Удобство и комфорт		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7664525	Конечной целью, исходя из достаточно большого набора данных, помочь машине имитировать выделение признаков человеческим и создать возможность нахождения абстрактных ассоциаций из новых неклассифицированных данных.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8922573	Конфликты.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=921209	Концепция презентации товаров состоит в том, что все устройства перед покупкой можно осмотреть, потрогать, подержать в руках и протестировать.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=367083	Кооперативы поставляли им продукты по низким ценам, поэтому они могли продавать их в своих магазинах по тем же ценам, что и их большие конкуренты сети магазинов, предоставляя покупателю не меньше удобств.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Крайне важно, чтобы у продукта или услуги была четкая идентификация и соответствие потребностям целевых потребителей, поскольку они не только приобретут продукт, но и могут обеспечить большую прибыль для компании за счет увеличения добавленной стоимости.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Кроме специализированных ресторанов, широко распространены лавки, в которых можно приобрести продукты от местных фермеров.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5077618	Кроме того, были выявлены факты маскировки российских товаров в некоторых украинских супермаркетах..	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=3791246	Кроме того, когда бренды предпринимают усилия по открытому сбору данных о своих потребителях, а затем персонализируют свои рекламные объявления для них, отношения потребителей с рекламными объявлениями после этого сбора данных часто оказываются положительными.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Кроме того, локаворы ищут ферму неподалеку, и это значительно сокращает время транспортировки продуктов.	1	1	против	Качество			0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=9000192	Кроме того, она хочет, чтобы польские фермеры обеспечивали стране продовольственную безопасность и здоровую пищу.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8298440	Кроме того, спонтанным покупкам способствует снижение цен на продукт.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Кроме того, это изменение часто включает в себя важные инновации для компании.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Кроме этого, экологическая чистота локальных продуктов может быть проверена так как такие продукты часто покупаются непосредственно у производителя.	1	1	против	Качество			0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Левант на протяжении веков был транзитной зоной для иностранных правителей и торговцев, которые сильно повлияли на традиции кухни.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Локаворская кухня не ограничивается традиционными рецептами.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Локаворство имеет и социальное значение.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Локаворство не приемлет применение ядохимикатов, минеральных удобрений и консервантов, которые являются одним из основных источников загрязнения окружающей среды.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Локаворство не требует долгой транспортировки и хранения в рефрижераторах продуктов по всей стране.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Локаворство поддерживает небольшие фермы.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Локаворство предоставляет участникам более здоровую пищу, экологические, а также экономические и общественные выгоды.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Локаворы считают, что благодаря меньшим затратам на транспортировку приготовление такой пищи наносит меньше вреда окружающей среде.	1	1	против	Экологичность			0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=921209	Люди покупали разную технику в разных специализированных магазинчиках или заказывали по почте.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=921209	Магазины развиваются как отдельные предприятия, относительно независимые от центрального офиса.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Маленькими порциями никто не готовит и не подает, потому посуда и кухонная утварь огромных размеров.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Многие блюда сирийской кухни необычайно трудоемки, поскольку сирийцы очень любят фаршировать и взбивать различные продукты.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=401377	Многие из них также одеваются в вещи, найденные на помойке, и имеют домашнюю утварь, также бракованную или выброшенную кем-то в контейнер в бу состоянии.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=367083	Многие из этих одиночных магазинов впоследствии разрослись в местные сети.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	Многие фермеры, поддерживающие идеи локаворства, используют метод севооборота при выращивании органических культур.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	Много перемолотой киббех, фалафель, пастообразной пищи хумус.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Многонациональная стратегия направлена на локальную адаптацию продуктов.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=680564	Молодые ребята Ти Эс и Броди приходят в супермаркет не работать и не купить что-нибудь они просто тусуются ссорятся и мирятся со своими подружками, выясняют отношения, обсуждают друг друга и общих знакомых.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=1829808	Мультирисковое страхование обычно дорого, поэтому как правило развивается при наличии субсидий государства или иных форм государственной поддержки.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	На большинстве любых общественных мероприятий люди будут пить мате из крошечных чашек с соломинкой.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	На волатильных рынках может быть необходимо - даже срочно - изменить положение всей компании, а не просто продуктовой линейки или бренда.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	На основе местных продуктов создаются авторские кухни, фермеры создают новую окружающую среду, власти стремятся все это поддержать и узаконить, вокруг местных продуктов создаются целые общины и культурные течения.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=367083	На покупках в супермаркете можно сэкономить, если воспользоваться специальным талоном на скидку с обозначенным сроком действия.	3	1	за	Стоимость			1	за	Стоимость			1	за	Стоимость		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7872064	На рынках есть киоски с холодными напитками из тамаринда или соком солодки, в зависимости от сезона.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8922573	На свою зарплату купил микрофон сделал дома студию и начал записывать треки, он мог писать по альбому в день..	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=5833910	На фермерских рынках покупатели чаще общаются с продавцами, что позволяет им узнать больше об определенной ферме и её продукции.	3	1	против	Качество			1	против	Общение с людьми			1	за	Общение с людьми		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=8898005	На Хоккайдо Мисаки признаётся, что не стала спасать свою мать во время оползня, хотя у неё было на это время.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	На этапе дифференциации, если это возможно, должны быть созданы стандарты на продукцию, чтобы затраты снижались на этапе лидерства по затратам за счет стандартизации процессов и продукции.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://ru.wikipedia.org/wiki?curid=7776288	Например, Dove успешно позиционируется как мыло, для женщин с сухими руками, а не как продукт для мужчин с грязными руками.	0	0					0					0				
