topic	claim	source	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Фриланс	Работа фриланс лучше работы по найму	https://lenta.ru/news/2007/07/19/cbr/	По мнению экспертов, поправки к инструкциям добавят банкирам бумажной работы.	0	0					0					0				
Фриланс	Работа фриланс лучше работы по найму	https://lenta.ru/news/2006/08/02/police/	По словам волостного старейшины Урмаса Арумяэ, самая большая проблема в том и состоит, что полиция больше не контролирует ситуацию на улицах, а это ведь часть профилактической работы.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2014/10/22/3dviolence/	Американские психологи выяснили, что у людей, игравших в жестокие видеоигры в 3D, наблюдается больше симптомов раздражения и гнева, чем у тех, кто играл в традиционные игры в двухмерном формате, даже предназначенные для широкого экрана.	3	1	против	Влияние на психику			1	против	Влияние на психику			1	против	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2014/10/22/3dviolence/	Более высокий уровень раздражительности у тех, кто играет в 3D-игры, связан с тем, что по сравнению с любителями 2D-шутеров, они чувствуют себя так, будто в буквальном смысле погружены в игру.	3	1	против	Влияние на психику			1	против	Влияние на психику			1	против	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2017/02/08/oldgamer/	В итоге после нескольких неудачных попыток участники геймерского эксперимента начали понемногу справляться с управлением и вникать в правила той или иной игры.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2012/03/21/politician/	В свою очередь вице-президент Entertainment Consumers Association Рич Тэйлор отметил, что к настоящему времени прямой связи между видеоиграми и агрессивными поведением найдено не было.	3	1	за	Влияние на психику			1	за	Влияние на психику			1	за	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2014/10/22/3dviolence/	В то же время те, кто играл в форме 3D, демонстрируя агрессию, оказались значительнее злее тех участников эксперимента, кто играл с таким же уровнем жестокости на 2D-экране.	3	1	против	Влияние на психику			1	против	Влияние на психику			1	против	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2017/02/08/oldgamer/	Ведущая уверена, что шутеры и аркады положительно влияют на здоровье бабушек и дедушек, а также помогают тренировать реакцию и рефлексы.	3	1	за	Влияние на здоровье			1	за	Влияние на здоровье			1	за	Влияние на здоровье		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2017/02/08/oldgamer/	Видеоигры, активные игры  это замечательная выдумка для взрослых.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2017/02/08/oldgamer/	И они будут меньше играть, и главное  для людей старшего возраста видеоигры  это вовсе не бесполезный продукт,  убеждена она.	1	1	за	Влияние на психику			0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2012/03/21/politician/	Игровая индустрия несет ответственность перед родителями, семьями и потребителями.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2018/07/25/wehrmacht/	Игрушки можно найти в отделе компьютерных игр в торговом центре на Александрплатц.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2006/06/08/clinton/	Кроме того, в данном пособии кратко излагаются и способы уменьшения уровня жестокости видеоигр с помощью специальных настроек.	1	0					0					1	за	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2014/10/22/3dviolence/	Люди, игравшие в 3D, оказались сильнее погружены в игру, чем те, кто играл в нее на 2D-экране, что и повлияло на их эмоциональное состояние.	1	0					0					1	за	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2007/06/26/alawar/	Например, в 2006 году компания выпустила свою версию знаменитой аркады Танчики.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2017/02/08/oldgamer/	Не ругайте детей за игры, лучше займите их место сами.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2011/08/04/gamers/	Однако, как показали результаты работы, процесс игры схож со стремлением к идеалу, нежели с попыткой убежать от действительности.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2012/03/21/politician/	Она должна информировать их о потенциально опасном контенте, который содержится в продуктах, - заявил Бака.	1	1	против	Влияние на психику			0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2006/06/08/clinton/	Она убеждена, что без подобного исследования дальнейшая продажа компьютерных игр детям может стать жутким экспериментом над подрастающим поколением.	2	1	против	Влияние на психику			1	против	Влияние на психику	Влияние на здоровье		0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2011/08/04/gamers/	Основываясь на данных об играх у маленьких детей, он предполагал, что видеоигры - вариант эскапизма.	2	0					1	за	Влияние на психику			1	и за, и против	Влияние на психику	Развлечение	
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2012/03/21/politician/	По их мнению, наклейки с предупреждениями аналогичные тем, которые содержатся на пачках сигарет нужно разместить на всех играх, рассчитанных на пользователей от шести лет.	1	1	против	Влияние на психику			0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2007/06/15/addict/	По мнению медиков, опасность заболевания возникает, если человек проводит за видеоиграми более двух часов в день.	3	1	против	Влияние на здоровье			1	против	Влияние на здоровье			1	и за, и против	Влияние на здоровье		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2017/02/08/oldgamer/	По словам Малышевой, людям преклонного возраста, в отличие от школьников, играть в видеоигры совсем не вредно, а наоборот  полезно.	3	1	за	Влияние на психику			1	за	Влияние на здоровье			1	за	Влияние на здоровье		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2014/10/22/3dviolence/	По словам ученого, чем выше качество таких игр, которое обеспечивается благодаря современным технологиям, тем сильнее они влияют на людей.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2018/07/25/wehrmacht/	При этом некоторые продавцы заявляют, что не понимают претензий, поскольку существование Третьего рейха  это часть истории страны, а в магазине продаются и более опасные игрушки, такие, как жестокие стрелялки.	1	1	против	Влияние на психику			0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2011/08/04/gamers/	При этом ученые констатировали улучшение самочувствия у людей, в случае, когда им давали шанс побыть в игре идеалом хотя бы несколько минут.	3	1	за	Влияние на психику			1	за	Влияние на здоровье			1	за	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2011/08/04/gamers/	Психологи установили, что геймеры получают от компьютерных игр удовольствие только тогда, когда решения, принимаемые в виртуальном пространстве, согласуются с представлениями человека о поведении идеального себя в данной ситуации.	2	1	за	Влияние на психику			1	за	Влияние на психику			0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2006/06/08/clinton/	Сенатор также беспокоится за родителей, которые, по ее мнению, несут основную ответственность за своих детей, но зачастую просто не разбираются в современной игровой и видео-продукции.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2014/10/22/3dviolence/	Сочетание жестокого содержания с технологиями погружения, такими как 3D, может быть действительно опасным.	2	1	против	Влияние на психику			0					1	против	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2007/09/25/thompson/	Также юрист сообщил, что две недели назад направил в магазин Best Buy диверсанта в лице собственного 15-летнего сына.	0	0					0					0				
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2014/10/22/3dviolence/	У тех игроков, которые не проявляли жестокости во время игры, независимо от того, играли они в 2D или в 3D, уровень злости не повышался.	2	1	за	Влияние на психику			0					1	за	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2007/09/25/thompson/	Фактически, Best Buy уже продает игру через собственный сайт всем подряд, не уточняя возраста, - пишет юрист.	1	0					0					1	против	Безопасность		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2006/06/08/clinton/	Хиллари Клинтон, известная своими заявлениями об опасности жестоких видеоигр, заявляет, что подобное исследование необходимо в современном мире, наполненном компьютерными играми.	2	1	против	Влияние на психику			0					1	за	Влияние на психику		
Шутеры	Видеоигры позитивно влияют на человека	https://lenta.ru/news/2017/02/08/oldgamer/	Чтобы наглядно продемонстрировать пользу видеоигр, на сцену пригласили пенсионеров, которые попытались освоить культовый шутер Counter-Strike 1.6, выжить в лабиринте Pac-Man и танцевать в Dance Dance Revolution.	2	1	за	Влияние на психику			0					1	за	Влияние на здоровье		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2017/05/07/electric/	Авторы документа ожидают, что стоимость электромобилей и традиционных автомобилей сравняется к 2025 году за счет субсидий, а также других мер, предпринимаемых властями страны.	3	1	за	Стоимость			1	за	Стоимость			1	за	Стоимость		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2019/04/02/electrorussia/	В Европе затраты на владение электромобилем и автомобилем с двигателем внутреннего сгорания в сегменте C гольф-класс сравняются уже в 2022 году при 10-летнем сроке владения.	3	1	за 	Стоимость			1	за	Стоимость			1	за	Стоимость		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2016/03/30/elektromobil/	В пресс-службе Ритуала пояснили, что зимой электрокары не используют, так как быстро разряжается аккумулятор.	3	1	против	Надежность			1	против	Надежность			1	против	Удобство и комфорт		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2016/03/30/elektromobil/	В Ритуале предполагают, что электромобили будут особенно полезны в дни массовых посещений кладбищ на праздники, например на Пасху, которую в этом году православная церковь отмечает 1 мая.	0	0					0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2016/03/30/elektromobil/	Воспользоваться бесплатной услугой может любой желающий, но в первую очередь она предназначена для маломобильных посетителей.	0	0					0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/08/02/electrikgoezfaster/	Данные International Energy Agency, на которые ссылаются журналисты, говорят о том, что в 2008 году за один киловатт-час емкости батареи приходилось платить примерно тысячу долларов США.	1	0					0					1	против	Стоимость		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2017/10/06/tesla/	Если бензиновый автомобиль будет летать, а электромобиль нет, то я лучше куплю бензиновый,  признался министр.	0	0					0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/01/24/mitsu/	К примеру, компания Toyota только в октябре 2012 года объявила об отзыве 7,5 миллиона своих машин по всему миру из-за возможной неисправности стеклоподъемника.	1	1	против	Надежность			0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/01/24/mitsu/	Как отмечается, инцидентов из-за обнаруженной неполадки не зарегистрировано.	0	0					0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2019/04/02/electrorussia/	Как показывает западная практика, благодаря этому автоконцерны также стараются инвестировать в развитие зарядных станций, чтобы поднять спрос на свою продукцию.	0	0					0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2015/11/20/tesla/	Кроме того, седан можно оснастить, например, батареями большей емкости за три тысячи долларов, пневмоподвеской за 2500 долларов, а также дополнительными креслами в багажнике  еще за 3000.	0	0					0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2015/09/30/tesladefense/	Маск заявил, что эта особенность Model X будет полезна в случае, если на Земле начнут разворачиваться события, обычно описываемые в апокалиптических сценариях.	1	1	за	Перспективы			0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/01/24/mitsu/	На электрокарах серии i-MiEV может сбоить электропомпа тормозной системы, что в свою очередь чревато увеличением тормозного пути.	3	1	против	Надежность			1	против	Безопасность	Качество		1	против	Надежность		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2017/10/06/tesla/	Он отметил, что электромобили существовали еще 100 лет назад, но не выдержали конкуренцию с двигателем внутреннего сгорания.	1	0					1	против	Эффективность			0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2015/09/30/tesladefense/	Основатель Tesla Motors Илон Маск сообщил, что разработанный его компанией электрокар Model X снабжен защитой от биологического оружия.	2	1	за	Перспективы			1	за	Безопасность			0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/08/02/electrikgoezfaster/	Отдельно приведены данные о выбросах парниковых газов из них следует то, что электромобили оказываются заметно экологичнее как традиционных автомобилей, так и гибридных машин.	3	1	за	Экологичность			1	за	Экологичность			1	за	Экологичность		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2019/04/02/electrorussia/	По мнению экспертов BCG, зарядная инфраструктура в России также должна на начальном этапе развиваться за счет господдержки.	0	0					0					0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2015/11/20/tesla/	После того как женщина проинформировала о данном случае Tesla, компания подтвердила ошибку, которая может привести к тому, что ремень безопасности неправильно сработает при аварии.	2	1	против	Надежность			0					1	против	Надежность		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2015/09/30/tesladefense/	При активации режима защиты он в 800 раз эффективнее предотвращает попадание вирусов в салон, чем фильтр в обычных автомобилях.	2	1	за	Перспективы			1	за	Безопасность			0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2015/11/20/tesla/	Ремни безопасности в электрокарах, как считают специалисты Tesla, могут неожиданно расстегнуться.	3	1	против	Надежность			1	против	Безопасность			1	против	Надежность		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/08/02/electrikgoezfaster/	Свинцовый аккумулятор, стоявший в 1997 году на одном из первых коммерческих электромобилей GM EV1 запасал 18,7 киловатт-часов, а литий-ионная батарея Nissan Leaf была вдвое легче, имела емкость в 24 киловатт-часа и при этом стоимость самой машины уменьшилась более чем в полтора раза.	1	0					1	за	Перспективы			0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/08/02/electrikgoezfaster/	Сравнение технических и экономических параметров говорит о том, что электрические автомобили развивались быстрее как гибридов, так и машин с одним лишь двигателем внутреннего сгорания.	1	0					1	за	Перспективы			0				
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2013/08/02/electrikgoezfaster/	Стоимость батарей только за последние четыре года снизилась более чем в два раза.	3	1	за	Стоимость			1	за	Стоимость			1	за	Стоимость		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2019/04/02/electrorussia/	Стоимость владения электромобилем и машиной с двигателем внутреннего сгорания в России может сравняться в ближайшие несколько лет, если государство продолжит поддержку зарядных станций, передает Коммерсантъ со ссылкой на исследование The Boston Consulting Group BCG.	3	1	за	Стоимость			1	за	Стоимость			1	за	Стоимость		
Электромобили	Электромобили лучше обычных авто	https://lenta.ru/news/2019/04/02/electrorussia/	Таким образом хотят подчеркнуть экологичность этого транспорта и повысить его популярность.	1	0					0					1	за	Экологичность		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2009/01/25/ablaze/	В результате пожара в ночь на субботу практически полностью уничтожен склад кошерных продуктов при супермаркете в Сен-Сен-Дени к северо-востоку от Парижа, передает агентство Associated Press.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2009/01/25/ablaze/	Площадь возгорания составила около 1500 квадратных метров, однако огонь не распространился на сам супермаркет и административные помещения.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2009/01/25/ablaze/	Неподалеку от места происшествия полиция нашла еще одну зажигательную бомбу.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2009/01/25/ablaze/	Между тем представители еврейской общественности Франции не сомневаются, что поджог был совершен из соображений религиозной и национальной нетерпимости, а участившиеся случаи нападений на синагоги в стране являются проявлением скрытой ненависти к евреям, добавляет агентство France Presse.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/12/20/market/	Своей основной целью они ставят борьбу с просроченными продуктами в супермаркетах и на рынках.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2008/01/28/tesco/	Выяснилось, что безработный, проживавший с русской женой и двумя детьми, нуждался в деньгах, чтобы оплатить долг в онлайн-казино.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/08/21/kazaki/	Артист Стас Барецкий, исключенный из петербургского казачьего союза Ирбис за недостойное поведение во время рейда по поиску санкционных продуктов, может быть прощен, если искупит кровью свою вину.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/27/minpovprotiv/	Чиновник уверен, что такая мера нарушает систему правоотношений хозяйственных субъектов и будет негативно расценена в рамках Всемирной торговой организации ВТО.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/13/bacteria/	Ученые из Университета Пердью штат Индиана, США  сообщили об обнаружении опасных микробов в супермаркетах, продающих готовую еду.	3	1	против	Безопасность			1	против	Безопасность			1	против	Безопасность	Качество	
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/13/bacteria/	Несмотря на все санитарные нормы, примерно в десяти процентах гастрономов специалисты обнаружили листерии.	3	1	против	Безопасность			1	против	Безопасность			1	против	Безопасность	Качество	
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/13/bacteria/	Этим категориям лиц, а также людям со слабым иммунитетом, ученые не рекомендуют питаться фастфудом, в частности, употреблять хот-доги, ферментированные или сухие колбасы, паштеты и мягкие сыры, продаваемые в супермаркетах.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/13/bacteria/	Как отмечают ученые, вспышки листериоза вызываемые одноименной бактерией могут в отдельных случаях приводить к большему числу смертей, чем сальмонеллез или интоксикация кишечной палочкой.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/13/bacteria/	Ученые отмечают, что хотя большинство положительных образцов было собрано с поверхностей, напрямую не вступающих в контакт с продуктами питания, например, с полов и из канализации, однако это не исключает вероятность попадания микробов к человеку.	1	1	и за, и против	Безопасность			0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/13/bacteria/	Первый сводится к систематической уборке помещений с применением всех необходимых средств.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/02/13/bacteria/	Полагаться при этом на внешний вид фастфуда эксперты не советуют.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2008/12/08/pork/	Зараженная диоксинами ирландская свинина могла быть поставлена в 25 стран мира.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2008/12/08/pork/	По сведениям издания, забитые на ирландских скотобойнях свиньи питались кормом, содержавшим значительное количество этих веществ.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2008/12/08/pork/	Пробы показали, что количество диоксина в некоторых продуктах, произведенных из ирландской свинины, превышало безопасный для здоровья человека объем в 200 раз.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2008/12/08/pork/	Впрочем, диоксины, которые могут вызвать раковые заболевания, не опасны, если только человек не подвергается воздействию яда в течение долгого времени.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2008/12/08/pork/	По мнению властей, мясо с таких ферм могло попасть в содержащие свинину продукты.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/08/07/gatwick/	Как сообщает The Guardian, пассажиры смогут совершать в нем покупки с помощью смартфонов c операционными системами iOS и Android.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/08/07/gatwick/	Предполагается, что пассажиры будут совершать в супермаркете покупки в ожидании посадки на рейс, при этом они смогут оформить доставку заказанных товаров ко времени своего возвращения.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/08/07/gatwick/	Через них будут продаваться наиболее популярные продукты сети Tesco.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/08/07/gatwick/	В столице Южной Кореи плакаты с нарисованными продуктами супермаркета и штрих-кодами были размещены на станциях метро пассажиры могли совершать покупки во время ожидания поезда.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/08/07/gatwick/	Акция прошла успешно за три месяца существования магазина в нем купили товары более 10 тысяч человек, а продажи HomePlus возросли на 130 процентов.	1	0					0					1	за	Популярность		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/08/07/gatwick/	Опрошенные The Guardian пассажиры Гэтвика, при этом, заявили, что открывшийся виртуальный супермаркет их не привлекает, поскольку, отправляясь в путешествие, они не хотят думать о том, что им понадобится при возвращении.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/05/08/shop/	Высокая стоимость продуктов от принца объяснялась тем, что плоды выращивались в небольшом количестве и все операции по уходу за ними и дальнейшей обработке проводились вручную.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/05/08/shop/	Такие плоды, как правило, отвергают крупные сетевые супермаркеты, но хозяйство принца настаивало на том, что они ничем не отличаются от своих сородичей стандартных форм, столь же вкусны и полезны.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/05/08/shop/	Так, несколько лет назад ферма, где выращивались овощи и фрукты на продажу, была перевезена на территорию другого хозяйства из-за того, что обслуживание предыдущего обходилось слишком дорого.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/05/08/shop/	Как отметили специалисты, закрытие овощного магазина принца Чарльза говорит о том, что даже монаршие особы не застрахованы от финансовых трудностей.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/01/14/proverka/	С 2008 года проводились проверки с предупреждением, которые были безрезультатны все нарушения скрывались еще до прихода инспектора.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2006/07/03/tatar/	По его прогнозам, основными клиентами новых супермаркетов станут представители татарской диаспоры, а также покупатели, предпочитающие натуральные продукты.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2006/07/03/tatar/	В каждом супермаркете они смогут найти около 40 тысяч наименований товаров, из которых более тысячи сеть производит сама.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2015/08/31/littleson/	Жительница американского штата Аризона забыла двухмесячного сына в тележке для продуктов, когда ходила в супермаркет за покупками.	0	0					0					0				
